Fréquence	S_Amplitude	Temps	V1
		0.003585	-0.762515597045422
		0.00359	-0.784637041389942
		0.003595	-0.773576319217682
		0.0036	-0.751454874873161
		0.003605	-0.70721198618412
		0.00361	-0.651908375322819
		0.003615	-0.574483320116997
		0.00362	-0.485997542738914
		0.003625	-0.386451043188572
		0.00363	-0.286904543638229
		0.003635	-0.170766960829496
		0.00364	-0.0601597391068935
		0.003645	0.0559778437018394
		0.00365	0.172115426510572
		0.003655	0.277192287147045
		0.00366	0.371208425611258
		0.003665	0.44863348081708
		0.00367	0.526058536022902
		0.003675	0.586892507970333
		0.00368	0.625605035573244
		0.003685	0.658787202090025
		0.00369	0.669847924262285
		0.003695	0.664317563176155
		0.0037	0.636665757745504
		0.003705	0.586892507970333
		0.00371	0.537119258195162
		0.003715	0.4707549251616
		0.00372	0.393329869955778
		0.003725	0.310374453663826
		0.00373	0.216358315199614
		0.003735	0.127872537821531
		0.00374	0.0283260382711887
		0.003745	-0.0601597391068935
		0.00375	-0.154175877571106
		0.003755	-0.237131293863058
		0.00376	-0.30902598798275
		0.003765	-0.369859959930182
		0.00377	-0.430693931877613
		0.003775	-0.474936820566654
		0.00378	-0.497058264911175
		0.003785	-0.513649348169565
		0.00379	-0.524710070341825
		0.003795	-0.513649348169565
		0.0038	-0.485997542738914
		0.003805	-0.452815376222134
		0.00381	-0.408572487533092
		0.003815	-0.358799237757921
		0.00382	-0.29796526581049
		0.003825	-0.231600932776928
		0.00383	-0.165236599743366
		0.003835	-0.104402627795935
		0.00384	-0.0325079336762428
		0.003845	0.0283260382711887
		0.00385	0.0891600102186203
		0.003855	0.144463621079922
		0.00386	0.194236870855093
		0.003865	0.227419037371874
		0.00387	0.266131564974785
		0.003875	0.288253009319305
		0.00388	0.299313731491566
		0.003885	0.304844092577696
		0.00389	0.304844092577696
		0.003895	0.288253009319305
		0.0039	0.266131564974785
		0.003905	0.244010120630264
		0.00391	0.216358315199614
		0.003915	0.183176148682833
		0.00392	0.144463621079922
		0.003925	0.111281454563141
		0.00393	0.0670385658740997
		0.003935	0.039386760443449
		0.00394	0.00620459392666817
		0.003945	-0.0214472115039825
		0.00395	-0.0490990169346333
		0.003955	-0.0656901001930237
		0.00396	-0.0822811834514141
		0.003965	-0.0988722667098045
		0.00397	-0.0988722667098045
		0.003975	-0.0988722667098045
		0.00398	-0.0933419056236744
		0.003985	-0.0878115445375443
		0.00399	-0.0712204612791538
		0.003995	-0.0601597391068935
		0.004	-0.0490990169346333
		0.004005	-0.038038294762373
		0.00401	-0.0214472115039825
		0.004015	-0.0103864893317223
		0.00402	-0.00485612824559212
		0.004025	0.000674232840538025
		0.00403	0.00620459392666817
		0.004035	0.000674232840538025
		0.00404	0.000674232840538025
		0.004045	-0.00485612824559212
		0.00405	-0.0214472115039825
		0.004055	-0.0325079336762428
		0.00406	-0.0546293780207634
		0.004065	-0.0712204612791538
		0.00407	-0.0988722667098045
		0.004075	-0.115463349968195
		0.00408	-0.137584794312716
		0.004085	-0.154175877571106
		0.00409	-0.176297321915627
		0.004095	-0.181827683001757
		0.0041	-0.187358044087887
		0.004105	-0.187358044087887
		0.00411	-0.187358044087887
		0.004115	-0.170766960829496
		0.00412	-0.154175877571106
		0.004125	-0.126524072140455
		0.00413	-0.0988722667098045
		0.004135	-0.0601597391068935
		0.00414	-0.0159168504178524
		0.004145	0.0283260382711887
		0.00415	0.07809928804636
		0.004155	0.122342176735401
		0.00416	0.172115426510572
		0.004165	0.221888676285744
		0.00417	0.266131564974785
		0.004175	0.299313731491566
		0.00418	0.338026259094477
		0.004185	0.365678064525127
		0.00419	0.387799508869648
		0.004195	0.398860231041908
		0.0042	0.393329869955778
		0.004205	0.387799508869648
		0.00421	0.365678064525127
		0.004215	0.326965536922216
		0.00422	0.288253009319305
		0.004225	0.232949398458004
		0.00423	0.172115426510572
		0.004235	0.105751093477011
		0.00424	0.0338563993573189
		0.004245	-0.0435686558485031
		0.00425	-0.120993711054325
		0.004255	-0.198418766260147
		0.00426	-0.275843821465969
		0.004265	-0.347738515585661
		0.00427	-0.408572487533092
		0.004275	-0.469406459480524
		0.00428	-0.513649348169565
