Temps	V1	Fréquence	S_Amplitude{2}
0.0001196	-0.159375499002635		
0.00012	-0.169500919582788		
0.0001204	-0.180817566113546		
0.0001208	-0.191538599669002		
0.0001212	-0.199877181323245		
0.0001216	-0.207024537026882		
0.000122	-0.217149957607035		
0.0001224	-0.229062217113096		
0.0001228	-0.237400798767339		
0.0001232	-0.248121832322795		
0.0001236	-0.257651639927644		
0.000124	-0.267181447532494		
0.0001244	-0.275520029186737		
0.0001248	-0.284454223816283		
0.0001252	-0.294579644396435		
0.0001256	-0.305300677951891		
0.000126	-0.31483048555674		
0.0001264	-0.321977841260377		
0.0001268	-0.330912035889924		
0.0001272	-0.341633069445379		
0.0001276	-0.351162877050228		
0.000128	-0.359501458704472		
0.0001284	-0.369031266309321		
0.0001288	-0.376178622012958		
0.0001292	-0.383921590691898		
0.0001296	-0.390473333420232		
0.00013	-0.4035768188769		
0.0001304	-0.411915400531143		
0.0001308	-0.420253982185386		
0.0001312	-0.42680572491372		
0.0001316	-0.432761854666751		
0.000132	-0.444078501197509		
0.0001324	-0.451225856901146		
0.0001328	-0.461351277481299		
0.0001332	-0.469094246160239		
0.0001336	-0.47505037591327		
0.000134	-0.48279334459221		
0.0001344	-0.492918765172362		
0.0001348	-0.49827928195009		
0.0001352	-0.504235411703121		
0.0001356	-0.516147671209183		
0.000136	-0.522699413937516		
0.0001364	-0.532229221542366		
0.0001368	-0.537589738320094		
0.0001372	-0.545332706999034		
0.0001376	-0.551884449727368		
0.000138	-0.559031805431005		
0.0001384	-0.565583548159339		
0.0001388	-0.573326516838279		
0.0001392	-0.581069485517219		
0.0001396	-0.58702561527025		
0.00014	-0.591790519072674		
0.0001404	-0.60072471370222		
0.0001408	-0.607872069405858		
0.0001412	-0.61799748998601		
0.0001416	-0.621571167837828		
0.000142	-0.628718523541465		
0.0001424	-0.632887814368587		
0.0001428	-0.640035170072224		
0.0001432	-0.646586912800558		
0.0001436	-0.650756203627679		
0.000144	-0.660286011232529		
0.0001444	-0.665646528010257		
0.0001448	-0.671602657763287		
0.0001452	-0.675176335615106		
0.0001456	-0.681132465368137		
0.000146	-0.685897369170561		
0.0001464	-0.694831563800108		
0.0001468	-0.699596467602532		
0.0001472	-0.703170145454351		
0.0001476	-0.706148210330866		
0.000148	-0.709126275207382		
0.0001484	-0.713295566034503		
0.0001488	-0.721634147688746		
0.0001492	-0.72222976066405		
0.0001496	-0.726994664466474		
0.00015	-0.734142020170111		
0.0001504	-0.735333246120717		
0.0001508	-0.740693762898445		
0.0001512	-0.743671827774961		
0.0001516	-0.746054279676173		
0.000152	-0.752010409429204		
0.0001524	-0.753797248355113		
0.0001528	-0.759157765132841		
0.0001532	-0.764518281910568		
0.0001536	-0.765709507861175		
0.000154	-0.768091959762387		
0.0001544	-0.771070024638902		
0.0001548	-0.773452476540115		
0.0001552	-0.778217380342539		
0.0001556	-0.781791058194358		
0.000156	-0.783577897120267		
0.0001564	-0.786555961996783		
0.0001568	-0.788938413897995		
0.0001572	-0.792512091749813		
0.0001576	-0.793107704725117		
0.000158	-0.796681382576935		
0.0001584	-0.799063834478147		
0.0001588	-0.797276995552238		
0.0001592	-0.80144628637936		
0.0001596	-0.805615577206481		
0.00016	-0.804424351255875		
0.0001604	-0.8091892550583		
0.0001608	-0.805019964231178		
0.0001612	-0.810380481008906		
0.0001616	-0.807998029107694		
0.000162	-0.810380481008906		
0.0001624	-0.810380481008906		
0.0001628	-0.812762932910118		
0.0001632	-0.809784868033603		
0.0001636	-0.812762932910118		
0.000164	-0.810976093984209		
0.0001644	-0.810380481008906		
0.0001648	-0.810380481008906		
0.0001652	-0.812167319934815		
0.0001656	-0.809784868033603		
0.000166	-0.8091892550583		
0.0001664	-0.807402416132391		
0.0001668	-0.807998029107694		
0.0001672	-0.805615577206481		
0.0001676	-0.805019964231178		
0.000168	-0.805019964231178		
0.0001684	-0.802637512329966		
0.0001688	-0.80144628637936		
0.0001692	-0.795490156626329		
0.0001696	-0.794298930675723		
0.00017	-0.793107704725117		
0.0001704	-0.79191647877451		
0.0001708	-0.79191647877451		
0.0001712	-0.785364736046176		
0.0001716	-0.782386671169661		
0.000172	-0.780599832243752		
0.0001724	-0.777621767367236		
0.0001728	-0.774643702490721		
0.0001732	-0.76868757273769		
0.0001736	-0.767496346787084		
0.000174	-0.765113894885872		
0.0001744	-0.759753378108144		
0.0001748	-0.755584087281022		
0.0001752	-0.754988474305719		
0.0001756	-0.750819183478598		
0.000176	-0.746054279676173		
0.0001764	-0.741884988849051		
0.0001768	-0.73771569802193		
0.0001772	-0.734142020170111		
0.0001776	-0.729377116367687		
0.000178	-0.725207825540565		
0.0001784	-0.719847308762837		
0.0001788	-0.715082404960413		
